ID,Course,GPA
56113280211,面向对象程序设计,3.35
56113280211,软件测试技术,4.05
56113280211,软件工程,3.85
56113280211,数据结构,3.95
56113280211,数据库管理技术,3.2
56113280211,数据库原理,3.45
56113280211,数字逻辑,3
56113280211,算法设计与分析,4.65
56113280211,统一建模语言,4.45
56113280211,云计算与大数据应用,4.35
56114240101,.net应用开发,4.35
56114240101,C语言程序设计,4.1
56114240101,Linux系统编程,4.05
56114240101,Python语言程序设计,3.95
56114240101,Web应用开发,4.9
56114240101,XML技术,4.6
56114240101,编译原理,4.15
56114240101,操作系统,4.75
56114240101,计算机科学导论,3.9
56114240101,计算机网络原理,4.7
56114240101,计算机组成原理,4.3
56114240101,面向对象程序设计,4.5
56114240101,软件测试技术,4.55
56114240101,软件工程,3.9
56114240101,数据结构,4.75
56114240101,数据库原理,4.75
56114240101,数字逻辑,4.05
56114240101,算法设计与分析,4.6
56114240101,统一建模语言,3.35
56114240102,C语言程序设计,4.3
56114240102,RFID原理与应用,3.65
56114240102,Web应用开发,4.5
56114240102,操作系统,4.55
56114240102,传感器技术,4.45
56114240102,机器学习,3.2
56114240102,计算机科学导论,3.5
56114240102,计算机离散结构,4.4
56114240102,计算机网络原理,4.75
56114240102,计算机组成原理,4.75
56114240102,面向对象程序设计,4.45
56114240102,嵌入式系统原理,4.05
56114240102,数据结构,4.05
56114240102,数据库原理,4.85
56114240102,数字逻辑,4.9
56114240103,C语言程序设计,3.8
56114240103,JAVA应用开发,3.85
56114240103,OpenGL图形编程,4.25
56114240103,操作系统,4.15
56114240103,计算机科学导论,4.1
56114240103,计算机离散结构,3.65
56114240103,计算机图形学,3.9
56114240103,计算机网络原理,4.2
56114240103,计算机组成原理,4.1
56114240103,可视化程序设计,3.6
56114240103,面向对象程序设计,4
56114240103,人工智能,3.2
56114240103,数据结构,3.75
56114240103,数据库原理,4.25
56114240103,数字逻辑,3.6
56114240103,数字图像处理,3
56114240103,网页动画与三维网页制作,3.1
56114240104,C语言程序设计,3.95
56114240104,JAVA应用开发,3.5
56114240104,OpenGL图形编程,4.25
56114240104,操作系统,3.65
56114240104,计算机科学导论,4.15
56114240104,计算机离散结构,4.1
56114240104,计算机图形学,4.2
56114240104,计算机网络原理,2.9
56114240104,计算机游戏基础,3.8
56114240104,计算机组成原理,3.35
56114240104,可视化程序设计,3.2
56114240104,面向对象程序设计,3.45
56114240104,人工智能,3.2
56114240104,数据结构,3.15
56114240104,数据库原理,4.4
56114240104,数字逻辑,3.4
56114240104,数字图像处理,3.1
56114240104,网页动画与三维网页制作,4
56114240104,移动平台软件开发,4.25
56114240105,C语言程序设计,4.35
56114240105,JAVA应用开发,3.6
56114240105,OpenGL图形编程,3.75
56114240105,操作系统,4.3
56114240105,计算机科学导论,4.1
56114240105,计算机离散结构,4.25
56114240105,计算机图形学,3.95
56114240105,计算机网络原理,3.85
56114240105,计算机游戏基础,4
56114240105,计算机组成原理,3.9
56114240105,可视化程序设计,4.15
56114240105,面向对象程序设计,3.7
56114240105,人工智能,3.15
56114240105,数据结构,3.55
56114240105,数据库原理,4.4
56114240105,数字逻辑,4.1
56114240105,数字图像处理,3.15
56114240105,网页动画与三维网页制作,4.1
56114240105,移动平台软件开发,4.15
56114240106,C语言程序设计,3.6
56114240106,JAVA应用开发,3.55
56114240106,OpenGL图形编程,4.75
56114240106,操作系统,4.1
56114240106,计算机科学导论,4.7
56114240106,计算机离散结构,4.35
56114240106,计算机图形学,3.8
56114240106,计算机网络原理,2.65
56114240106,计算机游戏基础,4.2
56114240106,计算机组成原理,4
56114240106,可视化程序设计,3.45
56114240106,面向对象程序设计,3.5
56114240106,人工智能,3.2
56114240106,数据结构,3.25
56114240106,数据库原理,4.4
56114240106,数字逻辑,4.2
56114240106,数字图像处理,3.05
56114240106,网页动画与三维网页制作,4.05
56114240106,移动平台软件开发,4.65
56114240107,C语言程序设计,3.9
56114240107,RFID原理与应用,3.45
56114240107,Web应用开发,4.35
56114240107,操作系统,4.2
56114240107,传感器技术,5
56114240107,机器学习,3.25
56114240107,计算机科学导论,4
56114240107,计算机离散结构,4.6
56114240107,计算机网络原理,4.2
56114240107,计算机组成原理,4.05
56114240107,面向对象程序设计,3.1
56114240107,嵌入式系统原理,3.65
56114240107,数据结构,3.6
56114240107,数据库原理,3.2
56114240107,数字逻辑,3.5
56114240108,C语言程序设计,3.75
56114240108,RFID原理与应用,3.3
56114240108,Web应用开发,3.15
56114240108,操作系统,4
56114240108,传感器技术,3.5
56114240108,机器学习,3.1
56114240108,计算机科学导论,3.45
56114240108,计算机离散结构,3.75
56114240108,计算机网络原理,4.4
56114240108,计算机组成原理,3.85
56114240108,面向对象程序设计,2.25
56114240108,嵌入式系统原理,3.05
56114240108,数据结构,3.05
56114240108,数据库原理,3.55
56114240108,数字逻辑,3.05
56114240109,C语言程序设计,4.15
56114240109,RFID原理与应用,3.65
56114240109,Web应用开发,4.5
56114240109,操作系统,4.1
56114240109,传感器技术,4.35
56114240109,机器学习,3.05
56114240109,计算机科学导论,3.5
56114240109,计算机离散结构,4.2
56114240109,计算机网络原理,4.45
56114240109,计算机组成原理,3.65
56114240109,面向对象程序设计,2.35
56114240109,嵌入式系统原理,3.25
56114240109,数据结构,4.1
56114240109,数据库原理,3.15
56114240109,数字逻辑,3
56114240110,C语言程序设计,2.7
56114240110,RFID原理与应用,3.5
56114240110,Web应用开发,3.15
56114240110,操作系统,3.95
56114240110,传感器技术,3.5
56114240110,机器学习,3.05
56114240110,计算机科学导论,4.2
56114240110,计算机离散结构,4.15
56114240110,计算机网络原理,4.65
56114240110,计算机组成原理,3.2
56114240110,面向对象程序设计,3.1
56114240110,嵌入式系统原理,3.2
56114240110,数据结构,3.3
56114240110,数据库原理,2.7
56114240110,数字逻辑,3
56114240110,网络协议分析,0
56114240111,C语言程序设计,3.6
56114240111,JAVA应用开发,4.2
56114240111,OpenGL图形编程,4.75
56114240111,操作系统,4.05
56114240111,计算机科学导论,4.4
56114240111,计算机离散结构,3.45
56114240111,计算机图形学,4.05
56114240111,计算机网络原理,2.25
56114240111,计算机组成原理,2.5
56114240111,可视化程序设计,3.7
56114240111,面向对象程序设计,2.85
56114240111,人工智能,3.05
56114240111,数据结构,3.3
56114240111,数据库原理,4.6
56114240111,数字逻辑,3.4
56114240111,数字图像处理,4.6
56114240111,网页动画与三维网页制作,3.6
56114240112,C语言程序设计,3.35
56114240112,RFID原理与应用,4.05
56114240112,Web应用开发,4.95
56114240112,操作系统,4.05
56114240112,传感器技术,4.6
56114240112,机器学习,3.15
56114240112,计算机科学导论,3.35
56114240112,计算机离散结构,3.25
56114240112,计算机网络原理,4.2
56114240112,计算机组成原理,3.35
56114240112,面向对象程序设计,3.35
56114240112,嵌入式系统原理,3.55
56114240112,数据结构,3.15
56114240112,数据库原理,4.25
56114240112,数字逻辑,4.05
56114240113,.net应用开发,4
56114240113,C语言程序设计,3.9
56114240113,Linux系统编程,4.2
56114240113,Python语言程序设计,4.65
56114240113,Web应用开发,3.9
56114240113,XML技术,5
56114240113,编译原理,4.2
56114240113,操作系统,4.65
56114240113,机器学习,4.2
56114240113,计算机科学导论,4.1
56114240113,计算机网络原理,3.35
56114240113,计算机组成原理,4.2
56114240113,面向对象程序设计,4.3
56114240113,软件测试技术,4.45
56114240113,软件工程,4
56114240113,数据结构,3.85
56114240113,数据库管理技术,3.7
56114240113,数据库原理,4.9
56114240113,数字逻辑,3.8
56114240113,算法设计与分析,4.3
56114240113,统一建模语言,3.45
56114240113,云计算与大数据应用,4.35
56114240114,C语言程序设计,3.75
56114240114,RFID原理与应用,4.2
56114240114,Web应用开发,3.6
56114240114,操作系统,3.9
56114240114,传感器技术,5
56114240114,机器学习,3.1
56114240114,计算机科学导论,5
56114240114,计算机离散结构,3.95
56114240114,计算机网络原理,4.2
56114240114,计算机组成原理,3.8
56114240114,面向对象程序设计,2.45
56114240114,嵌入式系统原理,3.4
56114240114,数据结构,3.1
56114240114,数据库原理,3.6
56114240114,数字逻辑,3.2
56114240115,C语言程序设计,4.35
56114240115,RFID原理与应用,4.3
56114240115,Web应用开发,3.05
56114240115,操作系统,3.45
56114240115,传感器技术,3.35
56114240115,机器学习,3.15
56114240115,计算机科学导论,3.6
56114240115,计算机离散结构,4.5
56114240115,计算机网络原理,4
56114240115,计算机组成原理,3.15
56114240115,面向对象程序设计,3.6
56114240115,嵌入式系统原理,3.1
56114240115,数据结构,3.05
56114240115,数据库原理,4.05
56114240115,数字逻辑,3.35
56114240116,C语言程序设计,3.1
56114240116,RFID原理与应用,3.5
56114240116,Web应用开发,3.15
56114240116,操作系统,3.6
56114240116,传感器技术,4.05
56114240116,机器学习,3.2
56114240116,计算机科学导论,3.35
56114240116,计算机离散结构,3.85
56114240116,计算机网络原理,4.2
56114240116,计算机组成原理,3.5
56114240116,面向对象程序设计,3
56114240116,嵌入式系统原理,3.25
56114240116,数据结构,3.55
56114240116,数据库原理,1.5
56114240116,数字逻辑,3.75
56114240117,C语言程序设计,3.75
56114240117,RFID原理与应用,3.55
56114240117,Web应用开发,3.05
56114240117,操作系统,3.85
56114240117,传感器技术,3.85
56114240117,机器学习,3
56114240117,计算机科学导论,4
56114240117,计算机离散结构,4.45
56114240117,计算机网络原理,4.45
56114240117,计算机组成原理,3.55
56114240117,面向对象程序设计,3
56114240117,嵌入式系统原理,3.1
56114240117,数据结构,3.85
56114240117,数据库原理,3.85
56114240117,数字逻辑,3.75
56114240117,网络协议分析,4
56114240119,C语言程序设计,3.7
56114240119,RFID原理与应用,3.6
56114240119,Web应用开发,3.9
56114240119,操作系统,4.15
56114240119,传感器技术,4.15
56114240119,机器学习,3.05
56114240119,计算机科学导论,3.8
56114240119,计算机离散结构,4.35
56114240119,计算机网络原理,4.25
56114240119,计算机组成原理,3.6
56114240119,面向对象程序设计,3
56114240119,嵌入式系统原理,3.25
56114240119,数据结构,3.6
56114240119,数据库原理,2.65
56114240119,数字逻辑,3.15
56114240120,C语言程序设计,3.45
56114240120,JAVA应用开发,3.4
56114240120,OpenGL图形编程,3.75
56114240120,操作系统,3.7
56114240120,计算机科学导论,3.45
56114240120,计算机离散结构,3.85
56114240120,计算机图形学,3.9
56114240120,计算机网络原理,3.45
56114240120,计算机组成原理,3.8
56114240120,可视化程序设计,3.1
56114240120,面向对象程序设计,3.5
56114240120,人工智能,3.25
56114240120,数据结构,3.1
56114240120,数据库原理,4.25
56114240120,数字逻辑,3.25
56114240120,数字图像处理,3
56114240120,网页动画与三维网页制作,3.6
56114240120,移动平台软件开发,4.15
56114240121,.net应用开发,3.7
56114240121,C语言程序设计,3.45
56114240121,Linux系统编程,3.25
56114240121,Python语言程序设计,3.5
56114240121,Web应用开发,3.25
56114240121,XML技术,3.9
56114240121,编译原理,3.75
56114240121,操作系统,4.05
56114240121,机器学习,4.2
56114240121,计算机科学导论,3.7
56114240121,计算机网络原理,3.65
56114240121,计算机组成原理,3.15
56114240121,面向对象程序设计,4.2
56114240121,软件测试技术,4.4
56114240121,软件工程,3.5
56114240121,数据结构,4.05
56114240121,数据库原理,3.7
56114240121,数字逻辑,3
56114240121,算法设计与分析,3.85
56114240121,统一建模语言,4.05
56114240122,C语言程序设计,3.6
56114240122,RFID原理与应用,3.45
56114240122,Web应用开发,4.35
56114240122,操作系统,3.9
56114240122,传感器技术,4.9
56114240122,机器学习,3.25
56114240122,计算机科学导论,4
56114240122,计算机离散结构,3.05
56114240122,计算机网络原理,4.3
56114240122,计算机组成原理,4
56114240122,面向对象程序设计,3.75
56114240122,嵌入式系统原理,3.15
56114240122,数据结构,3.05
56114240122,数据库原理,4
56114240122,数字逻辑,4.55
56114240123,C语言程序设计,4.2
56114240123,RFID原理与应用,3.4
56114240123,Web应用开发,3.7
56114240123,操作系统,3.9
56114240123,传感器技术,4
56114240123,机器学习,3
56114240123,计算机科学导论,4.05
56114240123,计算机离散结构,3.55
56114240123,计算机网络原理,4
56114240123,计算机组成原理,3.8
56114240123,面向对象程序设计,2.45
56114240123,嵌入式系统原理,3.7
56114240123,数据结构,3.2
56114240123,数据库原理,3.45
56114240123,数字逻辑,3
56114240124,C语言程序设计,3.9
56114240124,RFID原理与应用,4.05
56114240124,Web应用开发,3.6
56114240124,操作系统,3.8
56114240124,传感器技术,3.45
56114240124,机器学习,3.15
56114240124,计算机科学导论,4.15
56114240124,计算机离散结构,3.9
56114240124,计算机网络原理,4.05
56114240124,计算机组成原理,3.4
56114240124,面向对象程序设计,3.05
56114240124,嵌入式系统原理,3.1
56114240124,数据结构,3
56114240124,数据库原理,3.85
56114240124,数字逻辑,3.5
56114240125,.net应用开发,4.5
56114240125,C语言程序设计,4.15
56114240125,Linux系统编程,3.95
56114240125,Python语言程序设计,4.6
56114240125,Web应用开发,4.2
56114240125,XML技术,5
56114240125,编译原理,3.35
56114240125,操作系统,4.65
56114240125,机器学习,4.45
56114240125,计算机科学导论,3.5
56114240125,计算机网络原理,3.85
56114240125,计算机组成原理,4.55
56114240125,面向对象程序设计,4.7
56114240125,软件测试技术,4.4
56114240125,软件工程,4
56114240125,数据结构,4.45
56114240125,数据库原理,3.75
56114240125,数字逻辑,3.4
56114240125,算法设计与分析,5
56114240125,统一建模语言,3.35
56114240126,C语言程序设计,4.15
56114240126,JAVA应用开发,4.15
56114240126,OpenGL图形编程,3.75
56114240126,操作系统,3
56114240126,计算机科学导论,3.95
56114240126,计算机离散结构,4.4
56114240126,计算机图形学,3.95
56114240126,计算机网络原理,3
56114240126,计算机游戏基础,3.75
56114240126,计算机组成原理,3.7
56114240126,可视化程序设计,3
56114240126,面向对象程序设计,3.85
56114240126,人工智能,3.05
56114240126,数据结构,3.85
56114240126,数据库原理,4.75
56114240126,数字逻辑,3.7
56114240126,数字图像处理,3
56114240126,网页动画与三维网页制作,3.4
56114240126,移动平台软件开发,4.5
56114240127,.net应用开发,4.35
56114240127,C语言程序设计,4.2
56114240127,Linux系统编程,3.95
56114240127,Web应用开发,3.3
56114240127,XML技术,5
56114240127,编译原理,4.3
56114240127,操作系统,4
56114240127,计算机科学导论,4.1
56114240127,计算机网络原理,4.1
56114240127,计算机组成原理,3.7
56114240127,面向对象程序设计,4.55
56114240127,软件测试技术,4.4
56114240127,软件工程,4.2
56114240127,数据结构,4.55
56114240127,数据库原理,3.8
56114240127,数字逻辑,3.4
56114240127,算法设计与分析,4.4
56114240127,统一建模语言,3.9
56114240128,.net应用开发,4
56114240128,C语言程序设计,4
56114240128,Linux系统编程,2.5
56114240128,Python语言程序设计,4.1
56114240128,Web应用开发,4.2
56114240128,XML技术,5
56114240128,编译原理,3.7
56114240128,操作系统,4.45
56114240128,机器学习,4.1
56114240128,计算机科学导论,3.75
56114240128,计算机网络原理,3.7
56114240128,计算机组成原理,3.25
56114240128,面向对象程序设计,4
56114240128,软件测试技术,4.2
56114240128,软件工程,4.1
56114240128,数据结构,3.85
56114240128,数据库管理技术,4.6
56114240128,数据库原理,4
56114240128,数字逻辑,3
56114240128,算法设计与分析,4.2
56114240128,统一建模语言,4.6
56114240128,云计算与大数据应用,4.7
56114240129,.net应用开发,3.85
56114240129,C语言程序设计,4.25
56114240129,Linux系统编程,3.05
56114240129,Python语言程序设计,3.05
56114240129,Web应用开发,3.05
56114240129,XML技术,5
56114240129,编译原理,3.75
56114240129,操作系统,4
56114240129,计算机科学导论,3.5
56114240129,计算机网络原理,3.5
56114240129,计算机组成原理,3.55
56114240129,面向对象程序设计,3.4
56114240129,软件测试技术,4.25
56114240129,软件工程,4.1
56114240129,数据结构,3.95
56114240129,数据库原理,3.85
56114240129,数字逻辑,3.1
56114240129,算法设计与分析,4
56114240129,统一建模语言,3.95
56114240130,C语言程序设计,4.3
56114240130,RFID原理与应用,3.7
56114240130,Web应用开发,3.95
56114240130,操作系统,3.7
56114240130,传感器技术,3.5
56114240130,机器学习,3.25
56114240130,计算机科学导论,3.45
56114240130,计算机离散结构,3.15
56114240130,计算机网络原理,4.1
56114240130,计算机组成原理,3.2
56114240130,面向对象程序设计,3.85
56114240130,嵌入式系统原理,3.1
56114240130,数据结构,2.4
56114240130,数据库原理,3.6
56114240130,数字逻辑,3.05
56114240131,C语言程序设计,3.8
56114240131,JAVA应用开发,3.8
56114240131,OpenGL图形编程,4.75
56114240131,操作系统,4.25
56114240131,计算机科学导论,3.85
56114240131,计算机离散结构,3.7
56114240131,计算机图形学,3.75
56114240131,计算机网络原理,2.8
56114240131,计算机游戏基础,3.7
56114240131,计算机组成原理,3.75
56114240131,可视化程序设计,3.15
56114240131,面向对象程序设计,3.9
56114240131,人工智能,3.05
56114240131,数据结构,3.1
56114240131,数据库原理,4.4
56114240131,数字逻辑,4.1
56114240131,数字图像处理,3.25
56114240131,网页动画与三维网页制作,3.7
56114240201,.net应用开发,4.15
56114240201,C语言程序设计,4.2
56114240201,Linux系统编程,3.45
56114240201,Web应用开发,3.4
56114240201,XML技术,4.5
56114240201,编译原理,4.55
56114240201,操作系统,4.7
56114240201,计算机科学导论,4.55
56114240201,计算机网络原理,4.6
56114240201,计算机组成原理,4.2
56114240201,面向对象程序设计,4.55
56114240201,软件测试技术,4.6
56114240201,软件工程,4.15
56114240201,数据结构,4.45
56114240201,数据库原理,4.3
56114240201,数字逻辑,3.75
56114240201,算法设计与分析,4.9
56114240201,统一建模语言,3.55
56114240203,.net应用开发,4.35
56114240203,C语言程序设计,4.05
56114240203,Linux系统编程,3.85
56114240203,Web应用开发,4.5
56114240203,XML技术,5
56114240203,编译原理,4.1
56114240203,操作系统,4.4
56114240203,计算机科学导论,5
56114240203,计算机网络原理,4.45
56114240203,计算机组成原理,4.05
56114240203,面向对象程序设计,4.4
56114240203,软件测试技术,4.55
56114240203,软件工程,4
56114240203,数据结构,4.75
56114240203,数据库原理,4.55
56114240203,数字逻辑,4.35
56114240203,算法设计与分析,4.8
56114240203,统一建模语言,4.15
56114240204,C语言程序设计,3.95
56114240204,RFID原理与应用,3.9
56114240204,Web应用开发,3.35
56114240204,操作系统,3.35
56114240204,传感器技术,4.15
56114240204,机器学习,3.05
56114240204,计算机科学导论,3.6
56114240204,计算机离散结构,2.65
56114240204,计算机网络原理,4
56114240204,计算机组成原理,3.75
56114240204,面向对象程序设计,3
56114240204,嵌入式系统原理,3.85
56114240204,数据结构,1.8
56114240204,数据库原理,3.7
56114240204,数字逻辑,2.35
56114240205,C语言程序设计,3.8
56114240205,RFID原理与应用,3.9
56114240205,Web应用开发,4.1
56114240205,操作系统,3.5
56114240205,传感器技术,3.75
56114240205,机器学习,3.05
56114240205,计算机科学导论,3.4
56114240205,计算机离散结构,3.05
56114240205,计算机网络原理,3.85
56114240205,计算机组成原理,3.75
56114240205,面向对象程序设计,3.3
56114240205,嵌入式系统原理,3.85
56114240205,数据结构,2.05
56114240205,数据库原理,3.95
56114240205,数字逻辑,3.7
56114240206,C语言程序设计,3.8
56114240206,JAVA应用开发,4
56114240206,OpenGL图形编程,4.75
56114240206,操作系统,3.05
56114240206,计算机科学导论,3.95
56114240206,计算机离散结构,3.85
56114240206,计算机图形学,3.9
56114240206,计算机网络原理,2.6
56114240206,计算机组成原理,3.75
56114240206,可视化程序设计,4
56114240206,面向对象程序设计,3.5
56114240206,人工智能,3.05
56114240206,数据结构,3.15
56114240206,数据库原理,4.25
56114240206,数字逻辑,4
56114240206,数字图像处理,3.9
56114240206,网页动画与三维网页制作,3.65
56114240206,移动平台软件开发,4.75
56114240207,C语言程序设计,4
56114240207,JAVA应用开发,4
56114240207,OpenGL图形编程,3.75
56114240207,操作系统,3.85
56114240207,计算机科学导论,4.1
56114240207,计算机离散结构,4.25
56114240207,计算机图形学,3.8
56114240207,计算机网络原理,3.6
56114240207,计算机游戏基础,4.05
56114240207,计算机组成原理,4.15
56114240207,可视化程序设计,3.4
56114240207,面向对象程序设计,4.1
56114240207,人工智能,3.55
56114240207,数据结构,3.85
56114240207,数据库原理,4.6
56114240207,数字逻辑,4.15
56114240207,数字图像处理,3.35
56114240207,网页动画与三维网页制作,3.3
56114240208,.net应用开发,4
56114240208,C语言程序设计,4.3
56114240208,Linux系统编程,3.6
56114240208,Python语言程序设计,3.05
56114240208,XML技术,4.4
56114240208,编译原理,3.75
56114240208,操作系统,4.1
56114240208,机器学习,3
56114240208,计算机科学导论,3.95
56114240208,计算机网络原理,3.6
56114240208,计算机组成原理,3.25
56114240208,面向对象程序设计,4
56114240208,软件测试技术,4.55
56114240208,软件工程,4.05
56114240208,数据结构,3.95
56114240208,数据库原理,3.8
56114240208,数字逻辑,3.1
56114240208,算法设计与分析,4.7
56114240208,统一建模语言,4.4
56114240209,C语言程序设计,4.5
56114240209,JAVA应用开发,4.8
56114240209,OpenGL图形编程,3.25
56114240209,操作系统,4.7
56114240209,计算机科学导论,3.95
56114240209,计算机离散结构,3.75
56114240209,计算机图形学,4.7
56114240209,计算机网络原理,3.5
56114240209,计算机组成原理,3.45
56114240209,可视化程序设计,3.55
56114240209,面向对象程序设计,4.6
56114240209,人工智能,3.15
56114240209,数据结构,2.55
56114240209,数据库原理,4.25
56114240209,数字逻辑,3.5
56114240209,数字图像处理,4.45
56114240209,网页动画与三维网页制作,4.05
56114240210,.net应用开发,4.2
56114240210,C语言程序设计,4.45
56114240210,Linux系统编程,3.45
56114240210,XML技术,3.8
56114240210,编译原理,3.95
56114240210,操作系统,4.45
56114240210,计算机科学导论,3.8
56114240210,计算机网络原理,3.8
56114240210,计算机组成原理,4.05
56114240210,面向对象程序设计,4.55
56114240210,软件测试技术,4.45
56114240210,软件工程,4.2
56114240210,数据结构,4.55
56114240210,数据库原理,4.35
56114240210,数字逻辑,4.35
56114240210,算法设计与分析,4.6
56114240210,统一建模语言,3.75
56114240211,.net应用开发,4.2
56114240211,C语言程序设计,4.3
56114240211,Linux系统编程,3.1
56114240211,Python语言程序设计,3.85
56114240211,XML技术,4.9
56114240211,编译原理,3.4
56114240211,操作系统,4.15
56114240211,机器学习,3.85
56114240211,计算机科学导论,3.65
56114240211,计算机网络原理,3.85
56114240211,计算机组成原理,3.9
56114240211,面向对象程序设计,3.85
56114240211,软件测试技术,4.35
56114240211,软件工程,5
56114240211,数据结构,4.55
56114240211,数据库管理技术,3.45
56114240211,数据库原理,4.95
56114240211,数字逻辑,3
56114240211,算法设计与分析,4.25
56114240211,统一建模语言,4.5
56114240212,C语言程序设计,4.25
56114240212,RFID原理与应用,3.9
56114240212,Web应用开发,3.65
56114240212,操作系统,3.95
56114240212,传感器技术,3.8
56114240212,机器学习,3.25
56114240212,计算机科学导论,3.65
56114240212,计算机离散结构,3.65
56114240212,计算机网络原理,3.9
56114240212,计算机组成原理,3.1
56114240212,面向对象程序设计,3
56114240212,嵌入式系统原理,3.35
56114240212,数据结构,3.05
56114240212,数据库原理,3.95
56114240212,数字逻辑,1.7
56114240213,C语言程序设计,4.3
56114240213,JAVA应用开发,3.5
56114240213,OpenGL图形编程,4.75
56114240213,操作系统,3.6
56114240213,计算机科学导论,3.75
56114240213,计算机离散结构,4
56114240213,计算机图形学,3.9
56114240213,计算机网络原理,2.8
56114240213,计算机组成原理,2.6
56114240213,可视化程序设计,4.2
56114240213,面向对象程序设计,3.95
56114240213,人工智能,3.1
56114240213,数据结构,3.85
56114240213,数据库原理,4.25
56114240213,数字逻辑,3.5
56114240213,数字图像处理,4.45
56114240213,网页动画与三维网页制作,3.35
56114240214,.net应用开发,4.05
56114240214,C语言程序设计,4.4
56114240214,Linux系统编程,3.1
56114240214,Python语言程序设计,4.05
56114240214,XML技术,4.3
56114240214,编译原理,3.7
56114240214,操作系统,4.4
56114240214,机器学习,4.25
56114240214,计算机科学导论,4.2
56114240214,计算机网络原理,4.05
56114240214,计算机组成原理,3.5
56114240214,面向对象程序设计,4
56114240214,软件测试技术,4.35
56114240214,软件工程,4.7
56114240214,数据结构,4.5
56114240214,数据库管理技术,3.1
56114240214,数据库原理,3.75
56114240214,数字逻辑,2.15
56114240214,算法设计与分析,4.3
56114240214,统一建模语言,3.75
56114240215,.net应用开发,4.45
56114240215,C语言程序设计,4.1
56114240215,Linux系统编程,3.95
56114240215,Python语言程序设计,5
56114240215,XML技术,4.6
56114240215,编译原理,4.2
56114240215,操作系统,4.45
56114240215,机器学习,4.05
56114240215,计算机科学导论,3.7
56114240215,计算机网络原理,3.45
56114240215,计算机组成原理,4.1
56114240215,面向对象程序设计,2.95
56114240215,软件测试技术,3.75
56114240215,软件工程,4.5
56114240215,数据结构,4.45
56114240215,数据库管理技术,4.8
56114240215,数据库原理,4.9
56114240215,数字逻辑,2.45
56114240215,算法设计与分析,4.5
56114240215,统一建模语言,4
56114240216,C语言程序设计,3.8
56114240216,JAVA应用开发,4
56114240216,OpenGL图形编程,3.75
56114240216,操作系统,3.05
56114240216,计算机科学导论,3.8
56114240216,计算机离散结构,4.4
56114240216,计算机图形学,3.75
56114240216,计算机网络原理,3.75
56114240216,计算机组成原理,3.45
56114240216,可视化程序设计,4.1
56114240216,面向对象程序设计,3.9
56114240216,人工智能,3.1
56114240216,数据结构,3.7
56114240216,数据库原理,3.9
56114240216,数字逻辑,3.8
56114240216,数字图像处理,4.05
56114240216,网页动画与三维网页制作,3.95
56114240217,C语言程序设计,4
56114240217,JAVA应用开发,4.15
56114240217,OpenGL图形编程,4.25
